support_width,shift_scale,policy,replicates,mean_cost,ci95_cost,mean_regret,ci95_regret,mean_success,ci95_success,mean_senses,ci95_senses,mean_false_dominance,ci95_false_dominance,mean_unnecessary_sensing,ci95_unnecessary_sensing,mean_max_tao_edges,ci95_max_tao_edges,mean_max_regret_width,ci95_max_regret_width
0.02,0.0,mc_voi,30,1.1618276605945757,0.0016911467878197904,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20055555555555554,0.009660497084340962,0.012871170671508855,0.0007920291133222987
0.02,0.0,mean_loss,30,1.1641584375182943,0.002125855542133761,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1944444444444444,0.013568916975046008,0.012796809062884017,0.0011572174707070787
0.02,0.0,minimax,30,1.1626469064807423,0.0018033546296975528,2.9507795895701423e-06,1.366602546028156e-06,0.9978888888888887,0.0006632705323346026,0.0,0.0,0.0,0.0,0.0,0.0,0.20255555555555554,0.01145689271287431,0.013114051587301388,0.0008743227251547695
0.02,0.0,tao_interval,30,1.1721135907903948,0.001816616541085588,0.0,0.0,1.0,0.0,0.15577777777777782,0.011932018478187768,0.0,0.0,0.08177777777777775,0.0055836935855261205,0.20433333333333328,0.011628894563163556,0.012831856345347618,0.0009996985134540408
0.02,0.0,tao_regret,30,1.162846869162609,0.001762573132953093,1.3790703207801563e-06,1.021594909991294e-06,0.9986666666666666,0.0007412832751367355,0.0,0.0,0.0,0.0,0.0,0.0,0.1964444444444444,0.010492372822267823,0.012383165867786742,0.0006717057645010828
0.02,0.0,variance_sensing,30,1.1626679351856766,0.001757587858240834,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19988888888888892,0.012040693001331782,0.012928149100335734,0.0008900715464950895
0.02,0.01,mc_voi,30,1.1640911137755459,0.0020160827153291893,0.0005942841341296873,9.42379739222864e-05,0.9787777777777777,0.00294659824357259,0.0,0.0,0.0,0.0,0.0,0.0,0.22999999999999995,0.011066173649175963,0.015826761963360955,0.0010093980436090657
0.02,0.01,mean_loss,30,1.1632236238385638,0.0018096692359473856,0.0004562669905756311,8.662325604478366e-05,0.9814444444444447,0.0025960668419949358,0.0,0.0,0.0,0.0,0.0,0.0,0.226,0.013247151977103229,0.015726403427047862,0.0010459651967833171
0.02,0.01,minimax,30,1.1627274258564586,0.001724841932833724,0.0005584727804699025,0.00010119668397602919,0.9804444444444446,0.0032057721461785336,0.0,0.0,0.0,0.0,0.0,0.0,0.22599999999999998,0.010343871329153029,0.015537376459175327,0.0009236590086428917
0.02,0.01,tao_interval,30,1.177895126566633,0.0024157792448446518,6.137261454301306e-09,9.983197663993257e-09,0.9997777777777778,0.00030262762982402293,0.25522222222222224,0.01945599632332313,0.0,0.0,0.09899999999999999,0.005205503129885627,0.24266666666666661,0.01277581271579894,0.017634958366100132,0.0010707775489133856
0.02,0.01,tao_regret,30,1.163143085392118,0.0015927345295854438,0.0005428447693763777,9.521116024508354e-05,0.9797777777777779,0.003068138466295317,0.002,0.0008635688816083218,0.0,0.0,0.002,0.0008635688816083218,0.22888888888888884,0.011851152342064603,0.015946531531165063,0.0009968771980007319
0.02,0.01,variance_sensing,30,1.164138223075152,0.001966156823011323,0.000551948621535941,0.00010293092817149414,0.9793333333333334,0.00395488943549611,0.0,0.0,0.0,0.0,0.0,0.0,0.23988888888888887,0.01490317628665941,0.016095844572980907,0.0011767140391359633
0.02,0.03,mc_voi,30,1.1681998486963865,0.001933906496373922,0.004693878544100536,0.0004504921728023972,0.9405555555555555,0.004419851113496319,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.009250142658801195,0.02372393992484619,0.0012224002070840155
