gates,nuisance_bits,policy,replicates,mean_cost,ci95_cost,mean_gate_success,ci95_gate_success,mean_trajectory_success,ci95_trajectory_success,mean_mode_senses,ci95_mode_senses,mean_nuisance_senses,ci95_nuisance_senses,mean_recovery_cost,ci95_recovery_cost,mean_max_world_states,ci95_max_world_states
2,0,entropy_threshold,30,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2,0,horizon2_tao,30,3.3999999999999906,6.465279206704751e-16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2,0,qmdp,30,16.049259259259262,0.2746027300863753,0.4982407407407407,0.009807240360227691,0.25351851851851853,0.01167975539385402,0.0,0.0,0.0,0.0,3.010555555555556,0.05884344216136613,4.0,0.0
2,0,receding_tao,30,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2,0,robust_hedge,30,9.384074074074045,0.02556995259592816,0.8539814814814816,0.006392488148982003,0.7275925925925926,0.011191126871613251,0.0,0.0,0.0,0.0,0.584074074074074,0.025569952595928012,4.0,0.0
2,0,uncertainty_count,30,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2,0,voi_oracle,30,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
2,8,entropy_threshold,30,7.200000000000019,1.9395837620114253e-15,1.0,0.0,1.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,1024.0,0.0
2,8,horizon2_tao,30,3.3999999999999906,6.465279206704751e-16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0
2,8,qmdp,30,16.054444444444446,0.25614900884545755,0.4980555555555556,0.009148178887337767,0.24814814814814815,0.012413413845122904,0.0,0.0,0.0,0.0,3.011666666666667,0.054889073324026615,1024.0,0.0
2,8,receding_tao,30,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0
2,8,robust_hedge,30,9.398888888888859,0.02495859014040086,0.8502777777777776,0.006239647535100185,0.7224074074074074,0.011130070584550053,0.0,0.0,0.0,0.0,0.5988888888888889,0.024958590140400742,1024.0,0.0
2,8,uncertainty_count,30,6.799999999999981,1.2930558413409503e-15,1.0,0.0,1.0,0.0,2.0,0.0,14.0,0.0,0.0,0.0,1024.0,0.0
2,8,voi_oracle,30,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1024.0,0.0
2,16,entropy_threshold,30,10.400000000000032,0.0,1.0,0.0,1.0,0.0,2.0,0.0,32.0,0.0,0.0,0.0,262144.0,0.0
2,16,horizon2_tao,30,3.3999999999999906,6.465279206704751e-16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,262144.0,0.0
2,16,qmdp,30,16.018148148148146,0.2515753657619263,0.4993518518518519,0.008984834491497368,0.24833333333333335,0.01138031555949019,0.0,0.0,0.0,0.0,3.003888888888889,0.05390900694898422,262144.0,0.0
2,16,receding_tao,30,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,262144.0,0.0
2,16,robust_hedge,30,9.399259259259232,0.02786048017215637,0.8501851851851853,0.006965120043039065,0.7231481481481481,0.012821168299275475,0.0,0.0,0.0,0.0,0.5992592592592592,0.027860480172156258,262144.0,0.0
2,16,uncertainty_count,30,10.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,30.0,0.0,0.0,0.0,262144.0,0.0
2,16,voi_oracle,30,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,262144.0,0.0
2,32,entropy_threshold,30,16.800000000000026,3.8791675240228506e-15,1.0,0.0,1.0,0.0,2.0,0.0,64.0,0.0,0.0,0.0,17179869184.0,0.0
2,32,horizon2_tao,30,3.3999999999999906,6.465279206704751e-16,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17179869184.0,0.0
2,32,qmdp,30,15.63962962962963,0.27547680964672594,0.5128703703703703,0.009838457487383065,0.26648148148148143,0.012447949165913234,0.0,0.0,0.0,0.0,2.9227777777777777,0.05903074492429841,17179869184.0,0.0
2,32,receding_tao,30,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17179869184.0,0.0
2,32,robust_hedge,30,9.411481481481454,0.02679423283826293,0.8471296296296296,0.006698558209565704,0.7183333333333332,0.012200985381277991,0.0,0.0,0.0,0.0,0.6114814814814814,0.026794232838262808,17179869184.0,0.0
2,32,uncertainty_count,30,16.400000000000045,2.5861116826819005e-15,1.0,0.0,1.0,0.0,2.0,0.0,62.0,0.0,0.0,0.0,17179869184.0,0.0
2,32,voi_oracle,30,4.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17179869184.0,0.0
4,0,entropy_threshold,30,8.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
4,0,horizon2_tao,30,6.799999999999981,1.2930558413409503e-15,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
4,0,qmdp,30,31.87555555555556,0.3618288468133293,0.5022222222222222,0.0064612294073808805,0.0674074074074074,0.006639550928763303,0.0,0.0,0.0,0.0,5.973333333333333,0.07753475288857054,8.0,0.0
4,0,receding_tao,30,8.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
4,0,robust_hedge,30,18.78148148148142,0.04489097947072618,0.852314814814815,0.0056113724338407766,0.5296296296296297,0.012684915864430402,0.0,0.0,0.0,0.0,1.1814814814814816,0.0448909794707262,8.0,0.0
4,0,uncertainty_count,30,8.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
4,0,voi_oracle,30,8.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
4,8,entropy_threshold,30,14.400000000000038,3.8791675240228506e-15,1.0,0.0,1.0,0.0,4.0,0.0,32.0,0.0,0.0,0.0,2048.0,0.0
4,8,horizon2_tao,30,6.799999999999981,1.2930558413409503e-15,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2048.0,0.0
4,8,qmdp,30,31.71222222222222,0.37191661397143533,0.5051388888888887,0.006641368106632778,0.0611111111111111,0.005883568284870664,0.0,0.0,0.0,0.0,5.9383333333333335,0.07969641727959337,2048.0,0.0
