family,action_count,nuisance_bits,policy,seed,episodes,cost,success,steps,mode_senses,nuisance_senses,wasted_senses,max_world_states,max_tao_edges,max_regret_width
multi_action,3,0,tao_edge,0,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,1,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,2,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,3,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,4,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,5,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,6,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,7,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,8,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,9,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,10,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,11,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,12,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,13,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,14,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,15,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,16,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,17,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,18,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,19,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,20,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,21,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,22,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,23,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,24,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,25,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,26,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,27,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,28,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_edge,29,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,0,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,1,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,2,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,3,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,4,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,5,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,6,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,7,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,8,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,9,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,10,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,11,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,12,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,13,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,14,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,15,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,16,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,17,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,18,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,19,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,20,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,21,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,22,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,23,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,24,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,25,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,26,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,27,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,28,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,tao_regret,29,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,0,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,1,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,2,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,3,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,4,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,5,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,6,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,7,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,8,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,9,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,10,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,11,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,12,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,13,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,14,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,15,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,16,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,17,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,18,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,19,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,20,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,21,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,22,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,23,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,24,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,25,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,26,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,27,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,28,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,voi_oracle,29,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,0,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,1,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,2,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,3,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,4,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,5,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,6,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,7,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,8,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,9,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,10,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,11,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,12,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,13,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,14,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,15,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,16,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,17,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
multi_action,3,0,entropy_gain,18,250,2.0300000000000002,1.0,2.0,1.0,0.0,0.0,3,3,4.34
