family,support_width,shift_scale,policy,seed,episodes,cost,regret,success,senses,false_dominance,unnecessary_sensing,max_tao_edges,max_regret_width
continuous_loss,0.02,0.0,tao_interval,0,300,1.1772955742616296,0.0,1.0,0.18666666666666668,0.0,0.09,0.22,0.014836312447064503
continuous_loss,0.02,0.0,tao_interval,1,300,1.1639165140921564,0.0,1.0,0.14666666666666667,0.0,0.09333333333333334,0.22666666666666666,0.013966569006918122
continuous_loss,0.02,0.0,tao_interval,2,300,1.1675754118152306,0.0,1.0,0.17,0.0,0.09666666666666666,0.22666666666666666,0.012876338947070194
continuous_loss,0.02,0.0,tao_interval,3,300,1.1669290601048445,0.0,1.0,0.17,0.0,0.08666666666666667,0.24,0.015031728734803448
continuous_loss,0.02,0.0,tao_interval,4,300,1.1700386121134771,0.0,1.0,0.16666666666666666,0.0,0.08,0.2,0.012584782112151425
continuous_loss,0.02,0.0,tao_interval,5,300,1.179241766578095,0.0,1.0,0.21333333333333335,0.0,0.10333333333333333,0.27,0.019187253437640904
continuous_loss,0.02,0.0,tao_interval,6,300,1.169693050185347,0.0,1.0,0.14333333333333334,0.0,0.08,0.25,0.016875509853693862
continuous_loss,0.02,0.0,tao_interval,7,300,1.1754018427770354,0.0,1.0,0.16666666666666666,0.0,0.08,0.20333333333333334,0.013469818846518012
continuous_loss,0.02,0.0,tao_interval,8,300,1.1685441288237384,0.0,1.0,0.12666666666666668,0.0,0.06666666666666667,0.16333333333333333,0.009797717458006224
continuous_loss,0.02,0.0,tao_interval,9,300,1.1736446372538412,0.0,1.0,0.15666666666666668,0.0,0.08333333333333333,0.18333333333333332,0.010071796338823063
continuous_loss,0.02,0.0,tao_interval,10,300,1.1665871815610243,0.0,1.0,0.12666666666666668,0.0,0.06333333333333334,0.16,0.011470532653387107
continuous_loss,0.02,0.0,tao_interval,11,300,1.1665513405923535,0.0,1.0,0.11,0.0,0.06333333333333334,0.17333333333333334,0.011198144491093503
continuous_loss,0.02,0.0,tao_interval,12,300,1.1774626945687285,0.0,1.0,0.19333333333333333,0.0,0.09,0.24,0.0158380561308383
continuous_loss,0.02,0.0,tao_interval,13,300,1.1770394347544526,0.0,1.0,0.17333333333333334,0.0,0.09333333333333334,0.18333333333333332,0.010741634850543228
continuous_loss,0.02,0.0,tao_interval,14,300,1.1839372246659425,0.0,1.0,0.21666666666666667,0.0,0.10666666666666667,0.24666666666666667,0.018083511758763382
continuous_loss,0.02,0.0,tao_interval,15,300,1.175651826754274,0.0,1.0,0.20333333333333334,0.0,0.10333333333333333,0.24333333333333335,0.01627074716318359
continuous_loss,0.02,0.0,tao_interval,16,300,1.1644648694453683,0.0,1.0,0.13333333333333333,0.0,0.07,0.19333333333333333,0.011603436244893395
continuous_loss,0.02,0.0,tao_interval,17,300,1.1738346729541609,0.0,1.0,0.1,0.0,0.07,0.17666666666666667,0.010475473947606255
continuous_loss,0.02,0.0,tao_interval,18,300,1.1699253428789005,0.0,1.0,0.12333333333333334,0.0,0.06,0.14666666666666667,0.00942787102296661
continuous_loss,0.02,0.0,tao_interval,19,300,1.175095047131619,0.0,1.0,0.14666666666666667,0.0,0.06666666666666667,0.19333333333333333,0.014098474273313023
continuous_loss,0.02,0.0,tao_interval,20,300,1.1669443317706154,0.0,1.0,0.15,0.0,0.08,0.22666666666666666,0.015282882184729868
continuous_loss,0.02,0.0,tao_interval,21,300,1.1796600851973045,0.0,1.0,0.20333333333333334,0.0,0.10333333333333333,0.21,0.012248442084541938
continuous_loss,0.02,0.0,tao_interval,22,300,1.1687583645486272,0.0,1.0,0.15666666666666668,0.0,0.08333333333333333,0.19666666666666666,0.011246240724573933
continuous_loss,0.02,0.0,tao_interval,23,300,1.1721535391394493,0.0,1.0,0.19666666666666666,0.0,0.1,0.23333333333333334,0.014711169085596868
continuous_loss,0.02,0.0,tao_interval,24,300,1.165077223355967,0.0,1.0,0.09333333333333334,0.0,0.056666666666666664,0.17,0.009421049209401521
continuous_loss,0.02,0.0,tao_interval,25,300,1.1761240408108717,0.0,1.0,0.15,0.0,0.1,0.19666666666666666,0.009039004876327243
continuous_loss,0.02,0.0,tao_interval,26,300,1.1749114367464004,0.0,1.0,0.13333333333333333,0.0,0.07,0.19666666666666666,0.011029128275831778
